element,sp_num,obs_wl_vac(A),unc_obs_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,tp_ref,line_ref,
Ne,1,5158.1037,0.0004,500,1.51e+05,C,1,2,,T6976,L3451,
Th,1,5158.8625,0.0003,170,,,5,4,,,L5951,
Th,1,5158.9157,0.0006,52,,,5,6,,,L5951,
Th,1,5159.1098,0.0024,19,,,4,3,,,L12239,
Th,1,5159.7872,0.0007,42,,,1,2,,,L5951,
Cu,1,5159.80,0.06,50h,,,3/2,3/2,,,L772,
Th,1,5160.041169,0.000011,16000,,,3,2,,,L18702,
Ne,1,5160.3388,0.0004,500,1.12e+06,C+,0,1,,T6976,L3451,
Th,1,5160.7763,0.0008,36,,,2,3,,,L5951,
Th,1,5160.8906,0.0004,160,,,4,3,,,L5951,
Th,1,5160.9526,0.0019,49,,,4,4,,,L12239,
Th,1,5161.05751,0.00024,390,,,3,3,,,L5951,
Th,1,5161.7038,0.0024,19,,,4,3,,,L12239,
Th,1,5162.13074,0.00013,780*,,,1,2,,,L18702,
Th,1,5162.16831,0.00011,970,,,2,2,,,L18702,
Th,1,5162.4571,0.0008,29,,,6,6,,,L5951,
Th,1,5162.97735,0.00004,2200,,,2,3,,,L18702,
Th,1,5163.1443,0.0021,24,,,1,2,,,L12239,
Ar,1,5163.723,0.010,15,1.90e+06,C,1,1,,T1218n,L2634,
Th,1,5163.7930,0.0004,160,,,6,5,,,L5951,
Th,1,5163.9908,0.0005,81,,,5,5,,,L5951,
Th,1,5164.1137,0.0007,43,,,3,3,,,L5951,
Xe,1,5164.149,0.002,10,,,0,1,,,L7292,
Th,1,5164.290,0.003,42,,,3,2,,,L3552,
Th,1,5164.6743,0.0006,65,,,1,2,,,L5951,
Th,1,5164.89669,0.00003,3300,,,2,1,,,L18702,
Ne,1,5164.9230,0.0030,100,4.08e+05,C,1,0,,T6976,L4498,
Th,1,5165.5476,0.0004,120,,,2,3,,,L5951,
Th,1,5165.6419,0.0005,76,,,2,1,,,L5951,
Xe,1,5165.829,0.010,1h,,,1,2,,,L4739,
Th,1,5165.8399,0.0003,290,,,4,3,,,L5951,
Th,1,5166.228,0.003,160,,,5,4,,,L3552,
Th,1,5166.4144,0.0005,68,,,5,4,,,L5951,
Th,1,5166.4972,0.0003,170,,,5,4,,,L5951,
Th,1,5167.0462,0.0004,120,,,2,3,,,L5951,
Th,1,5167.6809,0.0006,60,,,4,3,,,L5951,
Th,1,5167.831,0.003,21,,,3,4,,,L3552,
Th,1,5168.0505,0.0008,33,,,4,5,,,L5951,
Th,1,5168.0944,0.0003,240,,,2,2,,,L5951,
Xe,1,5168.739,0.010,1h,,,1,1,,,L4739,
Kr,1,5169.17,0.10,1,,,1,1,,,L7408,
Kr,1,5169.50,0.10,4,,,1,2,,,L7408,
Th,1,5169.8306,0.0004,150,,,2,3,,,L5951,
Th,1,5170.02622,0.00024,440,,,4,4,,,L5951,
Th,1,5170.36206,0.00021,410,,,2,2,,,L18702,
Th,1,5170.459,0.003,21,,,4,4,,,L3552,
Th,1,5171.7405,0.0006,48,,,4,3,,,L5951,
Th,1,5171.8085,0.0008,29,,,3,3,,,L5951,
Th,1,5171.8524,0.0008,29,,,4,4,,,L5951,
Th,1,5172.009,0.003,5,,,4,3,,,L3552,
Th,1,5172.071,0.003,5,,,1,2,,,L3552,
Th,1,5173.565,0.003,15,,,6,5,,,L12239,
Th,1,5173.6532,0.0008,30,,,4,4,,,L5951,
Th,1,5173.790,0.003,15,,,3,3,,,L12239,
Kr,1,5173.80,0.10,2,,,1,2,,,L7408,
Th,1,5173.9193,0.0005,100,,,1,1,,,L5951,
Th,1,5175.11253,0.00013,630,,,2,2,,,L18702,
Th,1,5175.2823,0.0004,140,,,3,4,,,L5951,
Th,1,5175.6838,0.0003,270,,,5,6,,,L5951,
Th,1,5175.8111,0.0003,370,,,4,4,,,L5951,
Th,1,5176.24027,0.00021,410,,,5,6 or 5,,,L18702,
Th,1,5176.376,0.003,12,,,3,3,,,L12239,
Th,1,5176.76614,0.00011,900,,,1,1,,,L18702,
Cu,1,5177.04,0.06,1h,,,7/2,9/2,,,L772,
Th,1,5177.35308,0.00021,550,,,2,1,,,L5951,
Th,1,5177.587,0.003,41,,,2,1,,,L3552,
Th,1,5177.739,0.003,26,,,5,5,,,L3552,
Th,1,5177.84559,0.00016,610,,,4,5,,,L18702,
Th,1,5177.988,0.003,41,,,3,2,,,L3552,
Th,1,5178.402960,0.000021,5000,,,5,5,,,L18702,
Th,1,5178.4569,0.0004,230,,,3,4,,,L18702,
Th,1,5178.9179,0.0003,190,,,1,1,,,L5951,
Th,1,5179.06487,0.00013,700,,,3,3,,,L18702,
Th,1,5179.7780,0.0004,110,,,4,4,,,L5951,
Th,1,5179.92232,0.00024,380,,,3,2,,,L5951,
Th,1,5180.133,0.003,26,,,3,2,,,L3552,
Th,1,5180.294,0.003,15,,,4,5,,,L3552,
Th,1,5180.5864,0.0005,72,,,3,2,,,L5951,
Th,1,5181.627,0.003,20,,,1,2,,,L3552,
Th,1,5181.849,0.003,15,,,4,4,,,L3552,
Th,1,5182.1638,0.0003,280,,,4,5,,,L5951,
Th,1,5182.996,0.003,40,,,3,4,,,L3552,
Th,1,5183.4806,0.0005,78,,,5,4,,,L5951,
Th,1,5183.578,0.003,15,,,2,3,,,L3552,
Ne,1,5183.763,0.020,20,,,0,1,,,L3469,
Th,1,5183.848,0.003,25,,,2,2,,,L3552,
Th,1,5184.5332,0.0003,180,,,3,4,,,L5951,
Th,1,5184.7844,0.0004,160,,,4,4,,,L5951,
Th,1,5185.89728,0.00019,670,,,4,4,,,L5951,
Th,1,5186.2499,0.0008,31,,,5,4,,,L5951,
Th,1,5186.3328,0.0022,26,,,2,2,,,L12239,
Th,1,5186.6483,0.0003,170,,,3,4,,,L5951,
Th,1,5186.6857,0.0006,60*,,,5,5,,,L5951,
Th,1,5186.6857,0.0006,60*,,,2,2,,,L5951,
Th,1,5187.107,0.003,16,,,1,2,,,L12239,
Xe,1,5187.294,0.010,2h*,,,1,1,,,L4739,
Xe,1,5187.294,0.010,2h*,,,1,2,,,L4739,
Th,1,5187.3421,0.0006,44,,,3,2,,,L5951,
Th,1,5187.6231,0.0024,18,,,4,4,,,L12239,
Th,1,5187.85759,0.00024,440,,,1,1,,,L5951,
Th,1,5188.6123,0.0003,260,,,2,2,,,L5951,
Th,1,5188.78200,0.00008,1400,,,3,3,,,L18702,
Ar,1,5189.191,0.010,20,1.38e+06,C,1,2,,T1218n,T1164n,L2634,
Th,1,5189.2194,0.0008,33,,,3,3,,,L5951,
Th,1,5189.3965,0.0005,87,,,4,5,,,L5951,
Ne,1,5190.0572,0.0004,1500,,,3,2,,,L3451,
Th,1,5190.4554,0.0005,89,,,6,5,,,L5951,
Th,1,5190.909,0.003,15,,,3,3,,,L3552,
Th,1,5191.664,0.003,25,,,3,4,,,L3552,
Th,1,5191.813,0.003,40,,,2,2,,,L3552,
Ne,1,5192.7680,0.0004,350,8.66e+05,C+,1,1,,T6976,L3451,
Th,1,5192.783,0.003,76,,,3,4,,,L3552,
Th,1,5192.933,0.003,15,,,1,2,,,L3552,
Th,1,5193.161,0.003,20,,,2,2,,,L3552,
Th,1,5193.365,0.003,10,,,2,3,,,L3552,
Th,1,5193.4320,0.0008,28,,,3,3,,,L5951,
Th,1,5193.622,0.003,25,,,3,4,,,L3552,
Th,1,5193.855,0.003,20,,,4,3,,,L3552,
Th,1,5194.1933,0.0005,78,,,4,4,,,L5951,
Ne,1,5194.5713,0.0030,1500,9.15e+05,C+,1,2,,T6976,L4498,
Ne,1,5194.6702,0.0010,1500,1.58e+06,C+,1,2,,T6976,L7292,
Th,1,5194.8538,0.0006,52,,,4,4,,,L5951,
Th,1,5194.9855,0.0008,34,,,2,3,,,L5951,
Th,1,5195.0492,0.0008,28,,,4,4,,,L5951,
Th,1,5195.0899,0.0006,52,,,4,3,,,L5951,
Th,1,5195.3922,0.0003,340,,,5,6,,,L5951,
Th,1,5195.90409,0.00005,1900,,,5,5,,,L18702,
Th,1,5197.0282,0.0022,33,,,2,1,,,L12239,
Th,1,5197.260518,0.000019,5100,,,4,4,,,L18702,
Th,1,5197.8918,0.0008,39,,,5,4,,,L5951,
Th,1,5198.021,0.003,15,,,3,3,,,L12239,
Th,1,5198.574,0.003,12,,,2,3,,,L12239,
Th,1,5198.68328,0.00024,410,,,4,5,,,L5951,
Th,1,5199.0262,0.0008,31,,,3,4,,,L5951,
Kr,1,5199.27,0.10,1h,,,3,2,,,L7408,
Th,1,5199.4888,0.0008,30,,,4,4,,,L5951,
Th,1,5199.610,0.003,20,,,4,3,,,L3552,
Th,1,5200.24744,0.00003,3000,,,3,4,,,L18702,
Kr,1,5200.42,0.10,1,,,2,1,,,L3990,
Th,1,5200.611579,0.000014,9200,,,1,2,,,L18702,
Th,1,5200.77462,0.00006,1500,,,2,3,,,L18702,
Cu,1,5202.32,0.06,500h,,,5/2,5/2,,,L772,
Th,1,5203.0222,0.0008,39,,,3,2,,,L5951,
Th,1,5203.4572,0.0003,290,,,1,2,,,L5951,
Th,1,5203.859,0.003,25,,,5,4,,,L3552,
Th,1,5204.6836,0.0024,23,,,5,4,,,L12239,
Th,1,5205.090,0.003,15,,,1,2,,,L12239,
Th,1,5205.29694,0.00024,470,,,4,4,,,L5951,
Ne,1,5205.3452,0.0004,1500,2.31e+06,C+,2,3,,T6976,L3451,
Th,1,5206.60151,0.00014,710,,,4,3,,,L18702,
Th,1,5207.0133,0.0005,68,,,4,3,,,L5951,
Th,1,5207.3779,0.0007,42,,,2,1,,,L5951,
Xe,1,5207.520,0.010,1,1.10e+05,C,1,2,,T5818,L4739,
Th,1,5207.5442,0.0005,77,,,5,5,,,L5951,
Th,1,5207.6889,0.0008,26,,,5,5,,,L5951,
Th,1,5207.860,0.003,25,,,4,3,,,L3552,
Ne,1,5208.015,0.020,30,,,2,1,,,L3469,
Th,1,5208.2493,0.0003,240,,,5,5,,,L5951,
Th,1,5208.5334,0.0006,49,,,1,1,,,L5951,
Th,1,5209.1179,0.0005,71,,,3,4,,,L5951,
Th,1,5209.2516,0.0003,310,,,3,3,,,L5951,
Th,1,5209.537,0.003,40,,,2,3,,,L3552,
Ne,1,5210.3152,0.0004,700,1.43e+06,C+,2,2,,T6976,L3451,
Th,1,5211.17501,0.00006,1500,,,2,1,,,L18702,
Th,1,5211.6359,0.0008,39,,,2,3,,,L5951,
Th,1,5211.7027,0.0005,72*,,,2,2,,,L5951,
Th,1,5211.7027,0.0005,72*,,,2,3,,,L5951,
Ne,1,5212.0180,0.0004,500,4.38e+05,C+,2,3,,T6976,L3451,
Th,1,5212.2727,0.0008,33,,,3,3,,,L5951,
Th,1,5212.681323,0.000016,6900,,,1,1,,,L18702,
Th,1,5213.119,0.003,20,,,4,4,,,L3552,
Th,1,5213.7984,0.0006,59,,,2,2,,,L5951,
Kr,1,5213.86,0.10,1,,,3,3,,,L7408,
Th,1,5214.1337,0.0007,46,,,2,3,,,L5951,
Cu,1,5214.231,0.021,140h,,,5/2,3/2,,,L772,
Th,1,5214.80078,0.00004,2500,,,4,4,,,L18702,
Th,1,5214.9379,0.0003,320,,,5,6,,,L18702,
Th,1,5215.2093,0.0022,28,,,6,6,,,L12239,
Th,1,5215.382,0.003,10,,,3,4,,,L3552,
Ne,1,5215.7907,0.0004,350,4.39e+05,C,2,1,,T6976,L3451,
Th,1,5215.866,0.003,20,,,5,4,,,L3552,
Th,1,5217.2176,0.0016,62,,,2,3,,,L12239,
Kr,1,5217.2701,0.0010,8,,,1,0,,,L11281,
Th,1,5218.1396,0.0008,30,,,2,1,,,L5951,
Th,1,5218.562,0.003,10,,,1,2,,,L3552,
Th,1,5218.7292,0.0008,30,,,4,4,,,L5951,
Kr,1,5219.23,0.10,1,,,2,2,,,L7408,
Cu,1,5219.655,0.009,2500,7.5e+07,C+,3/2,5/2,,T1343,L772,
Th,1,5219.725,0.003,10,,,4,5,,,L3552,
Kr,1,5220.29,0.10,1,,,3,3,,,L7408,
Hg,1,5220.4,0.2,2,,,0,1,,,L7587c86,
Th,1,5220.563000,0.000025,4400,,,4,4,,,L18702,
Th,1,5220.8131,0.0005,100,,,3,3,,,L5951,
Cu,1,5221.523,0.009,500,1.50e+07,C+,3/2,3/2,,T1343,L772,
Th,1,5221.584,0.003,20,,,2,3,,,L3552,
Th,1,5221.7619,0.0005,94,,,3,4,,,L5951,
Th,1,5222.1603,0.0003,370,,,4,3,,,L5951,
Th,1,5222.37991,0.00014,640,,,4,4,,,L18702,
Ar,1,5222.725,0.010,7,8.8e+05,D,3,4,,T1164n,L2634,
Th,1,5223.7167,0.0005,84,,,0,1,,,L5951,
Ne,1,5223.8056,0.0004,500,,,2,1,,,L3451,
Kr,1,5223.83,0.10,3,,,2,3,,,L7408,
Th,1,5224.2202,0.0006,60,,,4,4,,,L5951,
Kr,1,5225.02,0.10,5,,,3,4,,,L7408,
Th,1,5226.1505,0.0008,26,,,3,4,,,L5951,
Th,1,5226.4662,0.0025,19,,,5,5 or 6,,,L12239,
Th,1,5226.9754,0.0008,26,,,2,2,,,L5951,
Th,1,5227.2162,0.0008,29,,,4,4,,,L5951,
Th,1,5227.324,0.004,6,,,3,3,,,L12239,
Th,1,5227.5445,0.0008,27,,,7,6,,,L5951,
Th,1,5227.9805,0.0004,120,,,5,4,,,L5951,
Th,1,5228.0193,0.0008,26,,,4,5,,,L5951,
Th,1,5228.5384,0.0008,29,,,2,1,,,L5951,
Th,1,5228.9189,0.0008,33,,,3,2,,,L5951,
Th,1,5229.488,0.003,8,,,4,3,,,L12239,
Kr,1,5229.63279,0.00010,20,,,1,1,,,L11281,
Th,1,5229.68004,0.00011,830,,,6,6,,,L18702,
Th,1,5229.8096,0.0005,68,,,6,7,,,L5951,
Th,1,5230.4508,0.0003,300,,,4,5,,,L5951,
Th,1,5231.2504,0.0005,71,,,3,3,,,L5951,
Th,1,5231.468,0.003,80,,,4,4,,,L3552,
Th,1,5232.615849,0.000011,15000,,,0,1,,,L18702,
Th,1,5233.115,0.003,16,,,5,5,,,L3552,
Th,1,5233.1644,0.0008,25,,,4,4,,,L5951,
Th,1,5233.2585,0.0006,49,,,3,3,,,L5951,
Kr,1,5233.52,0.10,2,,,2,3,E2,,L7408,
Th,1,5233.5314,0.0008,25,,,2,3,,,L5951,
Th,1,5233.7341,0.0008,38,,,2,2,,,L5951,
Th,1,5233.7981,0.0005,100,,,2,3,,,L5951,
Th,1,5234.3031,0.0025,24,,,3,3,,,L12239,
Th,1,5234.8207,0.0025,21,,,2,2,,,L12239,
Th,1,5235.2411,0.0008,26,,,6,6,,,L5951,
Ne,1,5235.4842,0.0004,500,,,2,2,,,L3451,
Th,1,5235.5640,0.0003,360,,,2,3,,,L5951,
Th,1,5235.7031,0.0004,140,,,2,3,,,L5951,
Th,1,5237.1746,0.0022,27,,,4,3,,,L12239,
Th,1,5238.2270,0.0007,43,,,3,2,,,L5951,
Th,1,5238.3737,0.0008,27,,,0,1,,,L5951,
Th,1,5238.4951,0.0008,30,,,6,5,,,L5951,
Th,1,5238.6911,0.0006,52,,,3,3,,,L5951,
Cu,1,5239.11,0.06,10h,,,3/2,3/2,,,L772,
Th,1,5239.4411,0.0008,27,,,2,2,,,L5951,
Th,1,5239.447,0.003,16,,,3,4,,,L3552,
Th,1,5240.27211,0.00005,2100,,,2,2,,,L18702,
Th,1,5240.5249,0.0008,31,,,2,2,,,L5951,
Th,1,5240.9333,0.0008,140,,,4,5,,,L18702,
Th,1,5241.01060,0.00005,1800,,,2,3,,,L18702,
Th,1,5241.4335,0.0008,29,,,4,5,,,L5951,
Th,1,5241.800,0.003,10,,,4,3,,,L3552,
Th,1,5242.2411,0.0008,29,,,3,3,,,L5951,
Th,1,5242.6080,0.0008,37,,,5,4,,,L5951,
Th,1,5242.6816,0.0006,48,,,1,2,,,L5951,
Th,1,5243.317,0.003,270,,,3,2,,,L3552,
Th,1,5244.1420,0.0006,48,,,3,4,,,L5951,
Th,1,5244.579,0.003,15,,,2,3,,,L3552,
Th,1,5244.8614,0.0025,17,,,5,4,,,L12239,
Th,1,5245.0963,0.0008,35,,,6,6 or 7,,,L5951,
Th,1,5245.2001,0.0004,150,,,1,2,,,L5951,
Th,1,5245.2967,0.0005,81,,,5,5,,,L5951,
Th,1,5246.0489,0.0008,40,,,3,4,,,L5951,
Th,1,5246.1037,0.0007,45,,,5,5,,,L5951,
Xe,1,5246.730,0.010,4h,,,1,2,,,L4739,
Th,1,5247.1569,0.0022,29,,,2,2,,,L12239,
Th,1,5248.65768,0.00019,540,,,4,5,,,L18702,
Th,1,5248.7471,0.0004,110,,,1,2,,,L5951,
Th,1,5248.8217,0.0004,130,,,2,3,,,L5951,
Th,1,5249.660,0.003,110,,,4,5,,,L3552,
Th,1,5249.9307,0.0006,54,,,4,4,,,L5951,
Th,1,5250.0488,0.0008,40,,,4,3,,,L5951,
Xe,1,5250.441,0.010,4h,,,1,1,,,L4739,
Th,1,5251.6309,0.0008,25,,,1,1,,,L5951,
Cu,1,5251.98,0.06,500h,,,3/2,3/2,,,L772,
Th,1,5252.3343,0.0004,190,,,2,2,,,L5951,
Th,1,5252.6420,0.0006,62,,,1,1,,,L5951,
Th,1,5252.8254,0.0005,83,,,2,2,,,L5951,
Th,1,5253.2414,0.0008,25,,,3,3,,,L5951,
Xe,1,5253.352,0.010,2h,,,1,0,,,L4739,
Th,1,5253.6270,0.0006,55,,,6,5,,,L5951,
Th,1,5254.0300,0.0008,37,,,3,4,,,L5951,
Th,1,5254.8991,0.0011,63,,,1,1,,,L18702,
Th,1,5254.996,0.003,41,,,5,5,,,L3552,
Th,1,5255.1369,0.0005,75,,,3,3,,,L5951,
Th,1,5255.5712,0.0004,160,,,2,3,,,L5951,
Th,1,5255.72136,0.00022,550,,,4,5,,,L5951,
Th,1,5255.7636,0.0006,56,,,5,5,,,L5951,
Th,1,5257.0364,0.0004,140,,,3,2,,,L5951,
Th,1,5257.3817,0.0007,43,,,3,3,,,L5951,
Th,1,5258.5099,0.0008,32*,,,3,3,,,L5951,
Th,1,5258.5099,0.0008,32*,,,3,4,,,L5951,
Th,1,5259.070,0.003,20,,,2,1,,,L3552,
Th,1,5259.4405,0.0025,19,,,2,2,,,L12239,
Th,1,5259.6681,0.0004,190,,,1,0,,,L5951,
Th,1,5259.823786,0.000014,9200,,,1,1,,,L18702,
Th,1,5260.243,0.003,14,,,4,4,,,L12239,
Th,1,5260.3713,0.0025,20,,,2,2,,,L12239,
Th,1,5260.6012,0.0008,40,,,4,4,,,L5951,
Th,1,5261.0479,0.0006,56,,,4,5,,,L5951,
Th,1,5261.2399,0.0004,190,,,2,1,,,L5951,
Th,1,5261.56819,0.00006,1500,,,3,3,,,L18702,
Th,1,5262.6568,0.0008,33,,,1,2,,,L5951,
Th,1,5262.93624,0.00017,550,,,4,3,,,L18702,
Th,1,5262.9981,0.0006,60,,,3,3,,,L5951,
Th,1,5263.490,0.003,16,,,4,4,,,L12239,
Th,1,5264.0864,0.0003,230,,,4,4,,,L5951,
Th,1,5264.9430,0.0006,56,,,1,1,,,L5951,
Th,1,5265.357,0.003,77,,,1,2,,,L3552,
Th,1,5265.7944,0.0008,34,,,1,2,,,L5951,
Th,1,5266.5443,0.0008,36,,,2,2,,,L5951,
Th,1,5267.539,0.003,5,,,3,4,,,L3552,
Th,1,5268.175971,0.000022,4600,,,2,3,,,L18702,
Th,1,5269.624,0.003,10,,,0,1,,,L3552,
Th,1,5270.005,0.003,10,,,5,4,,,L3552,
Th,1,5271.0039,0.0006,54,,,5,4,,,L5951,
Th,1,5271.2593,0.0003,320,,,5,5,,,L5951,
Th,1,5272.2980,0.0006,60,,,6,5,,,L5951,
Th,1,5272.4894,0.0008,38,,,5,5,,,L5951,
Th,1,5273.559,0.003,25,,,3,4,,,L3552,
Th,1,5274.39418,0.00014,710,,,2,3,,,L18702,
Th,1,5274.5992,0.0003,460,,,2,3,,,L5951,
Th,1,5274.6644,0.0006,70,,,4,5,,,L5951,
Th,1,5274.8245,0.0006,64,,,2,2,,,L5951,
Xe,1,5274.948,0.010,1h,,,0,1,,,L4739,
Th,1,5275.0014,0.0008,27,,,2,3,,,L5951,
Th,1,5275.0662,0.0019,48,,,5,4,,,L12239,
Th,1,5275.1596,0.0007,43,,,5,5,,,L5951,
Ne,1,5275.5070,0.0004,400,,,1,1,,,L3451,
Th,1,5275.58647,0.00006,1800,,,4,4,,,L18702,
Th,1,5275.8575,0.0004,150,,,4,5,,,L5951,
Th,1,5276.049,0.003,25,,,4,4,,,L3552,
Kr,1,5276.08,0.10,4,,,1,2,,,L7408,
Th,1,5276.4145,0.0008,34,,,1,2,,,L5951,
Th,1,5278.61437,0.00022,450,,,2,2,,,L18702,
Th,1,5278.810,0.003,15,,,2,3,,,L3552,
Th,1,5278.873,0.003,51,,,2,3,,,L3552,
Th,1,5279.1145,0.0007,47,,,2,1,,,L5951,
Th,1,5280.6659,0.0005,86,,,4,3,,,L5951,
Th,1,5281.235,0.003,10,,,0,1,,,L3552,
Kr,1,5281.3038,0.0010,9,,,1,2,,,L11281,
Ne,1,5281.5546,0.0004,500,,,1,0,,,L3451,
Th,1,5281.8135,0.0004,190,,,3,3,,,L5951,
Th,1,5281.9837,0.0008,38,,,2,2,,,L5951,
Th,1,5282.53833,0.00008,1300,,,2,3,,,L18702,
Th,1,5283.4213,0.0007,44,,,5,5,,,L5951,
Th,1,5283.6512,0.0008,39,,,1,1,,,L5951,
Th,1,5283.8648,0.0003,240,,,2,1,,,L5951,
Th,1,5284.0226,0.0008,37,,,3,3,,,L5951,
Th,1,5284.2422,0.0007,45,,,5,5,,,L5951,
Xe,1,5284.770,0.010,2h,,,1,2,,,L4739,
Cu,1,5285.000,0.017,5,,,5/2,7/2,,,L772,
Th,1,5285.1662,0.0004,130,,,2,1,,,L5951,
Th,1,5286.654,0.003,15,,,2,3,,,L3552,
Xe,1,5287.581,0.010,4h,,,1,2,,,L4739,
Xe,1,5287.851,0.010,3h,,,1,1,,,L4739,
Th,1,5287.9718,0.0008,40,,,2,3,,,L5951,
Th,1,5288.638,0.003,21,,,1,2,,,L12239,
Th,1,5288.723,0.004,6,,,6,6,,,L12239,
Th,1,5289.119,0.003,15,,,2,3,,,L3552,
Th,1,5291.0945,0.0004,140,,,4,3,,,L5951,
Th,1,5291.9514,0.0008,26,,,2,1,,,L5951,
Hg,1,5292.212,0.005,30,,,0,1,,,L3499,
Kr,1,5292.23,0.10,1,,,2,2,E2,,L7408,
Th,1,5293.110,0.003,15,,,4,3,,,L3552,
Th,1,5293.28888,0.00011,810,,,3,2,,,L18702,
Th,1,5293.5499,0.0006,67,,,3,2,,,L5951,
Cu,1,5293.990,0.009,1650,1.09e+07,C+,7/2,7/2,,T1343,L772,
Th,1,5294.139,0.003,15,,,3,4,,,L3552,
Th,1,5294.550,0.003,15,,,3,4,,,L3552,
Th,1,5294.6093,0.0006,48*,,,4,4,,,L5951,
Th,1,5294.6093,0.0006,48*,,,2,2,,,L5951,
Th,1,5294.908,0.003,15,,,3,4,,,L3552,
Th,1,5295.5402,0.0005,76,,,4,3,,,L5951,
Th,1,5295.87018,0.00008,1300,,,3,4,,,L18702,
Th,1,5296.1675,0.0006,62,,,3,2,,,L5951,
Th,1,5296.2267,0.0006,57,,,3,4,,,L5951,
Th,1,5296.5619,0.0003,220,,,1,2,,,L5951,
Th,1,5297.0894,0.0005,100*,,,5,4,,,L5951,
Th,1,5297.1470,0.0005,93,,,4,5,,,L5951,
Th,1,5297.75224,0.00006,1800,,,5,4,,,L18702,
Th,1,5298.3185,0.0005,92,,,5,4,,,L5951,
Th,1,5298.8815,0.0004,160,,,2,3,,,L5951,
Th,1,5299.21705,0.00005,2000,,,4,3,,,L18702,
Th,1,5299.32195,0.00022,630,,,4,5,,,L5951,
Ne,1,5299.6633,0.0004,1500,,,2,1,,,L3451,
Th,1,5299.75665,0.00005,2000,,,3,2,,,L18702,
Th,1,5300.0344,0.0003,320,,,2,2,,,L5951,
Th,1,5300.1872,0.0008,27,,,3,4,,,L5951,
Th,1,5300.850,0.003,10,,,3,4,,,L3552,
Th,1,5300.9155,0.0022,26,,,4,4,,,L12239,
Th,1,5301.262,0.003,10,,,3,4,,,L3552,
Kr,1,5301.26,0.10,2h,,,2,1,,,L7408,
Th,1,5301.796,0.003,20,,,2,3,,,L3552,
Th,1,5301.99816,0.00008,1100,,,3,2,,,L18702,
Kr,1,5302.21,0.10,3,,,3,2,,,L7408,
Th,1,5303.5256,0.0008,33,,,6,6 or 7,,,L5951,
Th,1,5303.880,0.003,17,,,3,2,,,L12239,
Th,1,5304.0198,0.0008,26,,,4,3,,,L5951,
Th,1,5304.254,0.003,5,,,4,5,,,L3552,
Th,1,5304.6383,0.0004,150,,,4,4,,,L5951,
Th,1,5304.8091,0.0004,130,,,3,3,,,L5951,
Th,1,5304.95919,0.00023,450,,,2,3,,,L18702,
Th,1,5305.0378,0.0006,55,,,4,4,,,L5951,
Cu,1,5305.65,0.06,0h*,,,1/2,1/2,M1,,L772,
Cu,1,5305.65,0.06,0h*,,,1/2,3/2,M1,,L772,
Kr,1,5305.91,0.10,1*,,,2,1,,,L7408,
Kr,1,5305.91,0.10,1*,,,2,2,,,L7408,
Ne,1,5306.2339,0.0004,700,,,1,1,,,L3451,
Th,1,5306.780,0.003,270,,,2,2,,,L3552,
Th,1,5307.2197,0.0004,130,,,4,5,,,L5951,
Th,1,5307.642,0.003,26,,,4,4,,,L3552,
Xe,1,5307.846,0.010,3,1.60e+05,C+,1,2,,T5818,L4739,
Th,1,5308.46288,0.00023,520,,,4,4,,,L5951,
Th,1,5309.7875,0.0004,120,,,2,2,,,L5951,
Th,1,5310.2013,0.0008,28,,,4,4,,,L5951,
Th,1,5310.2825,0.0008,31,,,3,3,,,L5951,
Th,1,5310.529,0.003,10,,,3,4,,,L3552,
Th,1,5311.0865,0.0003,270,,,2,1,,,L5951,
Th,1,5311.909,0.003,26,,,3,2,,,L3552,
Th,1,5312.6494,0.0008,36,,,2,2,,,L5951,
Th,1,5313.3450,0.0003,240,,,4,4,,,L5951,
Th,1,5313.479490,0.000017,7300,,,2,2,,,L18702,
Th,1,5314.00682,0.00003,3400,,,1,2,,,L18702,
Th,1,5314.1213,0.0003,340,,,2,1,,,L5951,
Th,1,5314.2588,0.0003,260,,,5,4,,,L5951,
Th,1,5314.38249,0.00005,2200,,,2,3,,,L18702,
Th,1,5315.6559,0.0008,35,,,3,3,,,L5951,
Th,1,5315.6883,0.0008,28,,,4,4,,,L5951,
Th,1,5315.7361,0.0008,39,,,1,2,,,L5951,
Ne,1,5316.2637,0.0030,300,,,0,1,,,L4498,
Th,1,5316.7065,0.0003,220,,,2,1,,,L5951,
Th,1,5317.313,0.003,26,,,2,2,,,L3552,
Hg,1,5318.255,0.005,6,,,1,1,,,L3499c86,
Th,1,5318.2652,0.0008,26,,,2,1,,,L5951,
Ne,1,5318.2837,0.0030,250,,,1,2,,,L4498,
Th,1,5318.97358,0.00007,1500,,,2,3,,,L18702,
Th,1,5319.5899,0.0003,220,,,4,5,,,L5951,
Th,1,5319.7030,0.0008,29,,,2,2,,,L5951,
Th,1,5320.503,0.003,10,,,3,3,,,L3552,
Th,1,5321.222,0.003,43,,,4,3,,,L3552,
Th,1,5321.5785,0.0005,120,,,7,7,,,L5951,
Ne,1,5322.030,0.020,20,,,1,2,,,L3469,
Cu,1,5322.28,0.06,0h,,,5/2,3/2,,,L772,
Th,1,5322.7962,0.0008,36*,,,5,5,,,L5951,
Th,1,5323.353,0.003,10,,,4,5,,,L3552,
Kr,1,5323.50,0.10,2,,,3,3,,,L7408,
